Data,Título,Tipo,Regime,Link Oferta,Google Flights,Skyscanner
2026-08-18,Thailand 14-night 4⭐ adventure with rooftop pool,Voo + Hotel,,https://www.holidaypirates.com/packages/garner-hotel-pattaya-central-by-ihg,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,7-night Majorca holiday with flights for a fab price 🏝️😎,Voo + Hotel,,https://www.holidaypirates.com/packages/hotel-bellevue-club-majorca,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,Sneak off to Sardinia: Mini-break under £165 🌊🇮🇹 ,Voo + Hotel,,https://www.holidaypirates.com/packages/hotel-cardedu-sardinia-italy,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,4🌟 Malta family holiday at a premium spa resort with flights & brekkie 🇲🇹 🌅 ,Voo + Hotel,,https://www.holidaypirates.com/packages/ramla-bay-resort-malta,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,Spooky Butlin's October breaks with huge savings 🎃🦇👻,Voo,,https://www.holidaypirates.com/hotels/spooky-butlins-october-breaks-with-huge-savings,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,Saturday night stay in NEW London hotel 🏩🌟🎡,Voo + Hotel,,https://www.holidaypirates.com/hotels/hub-by-premier-inn-london-farringdon-old-bailey-london,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,Germany: Ravenna Gorge Christmas markets stay 🎅,Voo + Hotel,,https://www.holidaypirates.com/hotels/hotel-kreuz-hohengasthof,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,"Book-loving travellers, grab Audible for under £1 😍🎧📖",Voo,,https://www.holidaypirates.com/others/audible-limited-time-deal,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,All-inclusive Tunisia holiday in swim-up or Jacuzzi room 🌴☀️,Voo,,https://www.holidaypirates.com/packages/one-resort-premium-hammamet-tunisia,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,"7-night no-fly cruise to Norway, Denmark and Belgium 🛳️🤩💦 £180 off 🔥",Voo,,https://www.holidaypirates.com/cruises/7-night-no-fly-cruise-to-norway-denmark-and-belgium-from-southampton-msc-meraviglia-cruise-first,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,Turkey: 5⭐ all-inclusive luxury week,Voo,,https://www.holidaypirates.com/packages/maril-beach-and-spa,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,A week in the Algarve for UNDER £150 🤯🌴✈️,Voo + Hotel,,https://www.holidaypirates.com/packages/studio-17-by-atlantic-hotels-portimao-algarve-portugal,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,All-Inclusive 4⭐️ Crete escape at beach resort 🥂🐚,Voo,,https://www.holidaypirates.com/packages/stella-village-analipsi-crete-greece,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-18,Top-rated romantic Wales stay with hot tub 🏴󠁧󠁢󠁷󠁬󠁳󠁿🛀,Voo,,https://www.holidaypirates.com/hotels/top-rated-romantic-wales-stay-with-hot-tub,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
