Data,Título,Tipo,Regime,Link Oferta,Google Flights,Skyscanner
2026-06-19,"EPIC 10-night Turkey tour including hotels, all travel, meals and activities😍",Voo,,https://www.holidaypirates.com/packages/treasure-of-anatolia-turkey,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,4⭐️ Rhodes family break with flights ✈️ 😍 🇬🇷,Voo + Hotel,,https://www.holidaypirates.com/packages/filerimos-village-rhodes-greece,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,Lisbon 3-night summer weekend break with flights ☀️,Voo,,https://www.holidaypirates.com/packages/lisbon-selina-secret-garden-lisbon-portugal,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,Long weekend in Lake Garda with stunning views & breakfast 🇮🇹😍,Voo + Hotel,,https://www.holidaypirates.com/packages/lake-garda-break-with-stunning-views-hotel-cristina,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,9-night all-inclusive 4⭐️ Dominican Republic holiday ☀️🌴,Voo,,https://www.holidaypirates.com/packages/emotions-by-hodelpa-juan-dolio-dominican-republic,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,Lush Portugal break with flights ✈️ 🥞🏝️ 🇵🇹,Voo,,https://www.holidaypirates.com/packages/quinta-do-mar-country-sea-village-algarve-portugal,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,ULTRA all-inclusive luxury Turkey holiday🌴,Voo + Hotel,,https://www.holidaypirates.com/packages/nova-life-hotel-alanya-antalya-turkey,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,4⭐ all-inclusive Tunisia week with flights ☀️🌴,Voo + Hotel,,https://www.holidaypirates.com/packages/4-all-inclusive-tunisia-week-with-flights,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,Stunning ALL-INCLUSIVE Gran Canaria break at 4⭐️ hotel 😍 🇪🇸 ,Voo + Hotel,,https://www.holidaypirates.com/packages/hotel-maspalomas-princess-gran-canaria-spain,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,"14-night Vietnam beach getaway in 4⭐️ hotel with swim-up bar, ✈️ & luggage 🌴🐚",Voo + Hotel,,https://www.holidaypirates.com/packages/the-cliff-resort-and-residences-phan-thiet-vietnam,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,🇬🇷 Kos: stunning 5⭐ all-inclusive escape 😍,Voo,,https://www.holidaypirates.com/packages/grecotel-luxme-kos,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,Dreamy 5⭐️ Albania getaway for a crazy price 😍 🌊,Voo,,https://www.holidaypirates.com/packages/5-star-albania-skanderbeg-resort,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,"4⭐️ Gambia holiday with breakfast, flights and SWIM-UP room 🌴💦",Voo + Hotel,,https://www.holidaypirates.com/packages/african-princess-beach-hotel-kotu-gambia,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-19,Lesser known Greek island where JULY prices are still affordable 💙🇬🇷,Voo + Hotel,,https://www.holidaypirates.com/packages/lefkada-break-pansion-filoxenia,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
