Data,Título,Tipo,Regime,Link Oferta,Google Flights,Skyscanner
2026-06-30,Spain: all-inclusive family week in school summer holidays,Voo + Hotel,,https://www.holidaypirates.com/packages/medplaya-hotel-santa-monica,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,Bucket-list Pyramids of Egypt getaway + Nile cruise 🚢,Voo + Hotel,,https://www.holidaypirates.com/packages/giza-nile-pyramids-yards-hotel,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,Florida Gulf Coast family week with direct BA flights  👙🏖️✈️,Voo,,https://www.holidaypirates.com/packages/barefoot-beach-resort-clearwater,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,4⭐️ Fuerteventura getaway in villa with pool 🌴💕,Voo + Hotel,,https://www.holidaypirates.com/packages/bahiazul-resort-fuerteventura-corralejo-fuerteventura-canaries,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,Dreamy Dubrovnik Riviera getaway by the sea 🌊 ,Voo + Hotel,,https://www.holidaypirates.com/packages/dubrovnik-villa-sunset-croatia,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,Last-minute 3-night weekend getaway in Sicily 🇮🇹🌊,Voo + Hotel,,https://www.holidaypirates.com/packages/sicily-residence-le-piscine,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,Travel Hack: How to watch UK TV from abroad 🙌🌎📲,Voo,,https://www.holidaypirates.com/others/surfshark-vpn-world-cup-offer,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,5⭐️ all-inclusive Crete holiday in BRAND-NEW hotel,Voo + Hotel,,https://www.holidaypirates.com/packages/ella-rocrita-crete-greece,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,2-night glamping stay in a Bear Lodge at Port Lympne Reserve 🐻❤️,Voo + Hotel,,https://www.holidaypirates.com/hotels/bear-lodge-port-lympne-reserve-kent,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,5⭐️ all-inclusive Cape Verde holiday with direct flights 💙🐠,Voo + Hotel,,https://www.holidaypirates.com/packages/barcelo-marine-boa-vista-adults-only-cape-verde,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,Sherwood Castle Holiday Forest: 3-night summer school holiday family getaway,Voo,,https://www.holidaypirates.com/hotels/sherwood-castle-holiday-forest,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,"Last-minute Mediterranean cruise with Spain, Italy & France 🚢",Voo,,https://www.holidaypirates.com/cruises/costa-toscana-cruise,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-06-30,Transatlantic late summer 13-night Disney cruise 🛳️⚓,Voo,,https://www.holidaypirates.com/cruises/disney-dream-transatlantic-cruise,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
