Data,Título,Tipo,Regime,Link Oferta,Google Flights,Skyscanner
2026-04-24,Adults-only 4⭐️ Ibiza getaway with flights 🤩,Voo + Hotel,,https://www.holidaypirates.com/packages/tropicana-ibiza-adults-only-playa-den-bossa-ibiza,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,Amsterdam getaway in highly rated hotel plus flights 🥂🌷🇳🇱,Voo,,https://www.holidaypirates.com/packages/qbic-hotel-amsterdam-netherlands,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,5⭐️ luxury spa getaway in Budapest 😍,Voo + Hotel,,https://www.holidaypirates.com/packages/5-luxury-spa-getaway-in-budapest,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,3-night central NYC stay in the festive period 🎄🇺🇸🗽,Voo + Hotel,,https://www.holidaypirates.com/hotels/holiday-inn-new-york-city-times-square,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,All-inclusive Turkey holiday in 5⭐️ hotel with TWELVE pools 🩵💦,Voo + Hotel,,https://www.holidaypirates.com/packages/unique-residence-hotel-golf-and-spa-kusadasi-aegean-coast-turkey,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,4⭐ Cyprus escape  in June with flights included 🏖️☀️✈️,Voo + Hotel,,https://www.holidaypirates.com/packages/bohemian-gardens-cyprus,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,Sunshine steal ☀️🌴 4-night 4⭐ Italian island escape with ✈️,Voo + Hotel,,https://www.holidaypirates.com/packages/gh-santina-resort-and-spa-sardinia-italy,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,May madness 🥂 2-night Krakow city break with flights ✈️,Voo + Hotel,,https://www.holidaypirates.com/packages/spatz-aparthotel-krakow-poland,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,Lake Como doesn't have to be expensive: 2-night break for CHEAP! 🇮🇹,Voo + Hotel,,https://www.holidaypirates.com/packages/lake-como-italy-bb-hotel,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,"Weekend in North Macedonia in 4⭐️ Hilton hotel with pool, spa & roof bar 🤩🥂🇲🇰",Voo + Hotel,,https://www.holidaypirates.com/packages/doubletree-by-hilton-skopje-north-macedonia,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,Un-Bali-vable 2-week escape with 4⭐️ hotel & ✈️ included,Voo + Hotel,,https://www.holidaypirates.com/packages/un-bali-vable-2-week-escape-with-4star-hotel,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,"2-week Phuket, Thailand getaway in trendy hotel with rooftop pool, flights & luggage 🇹🇭🌴☀️",Voo,,https://www.holidaypirates.com/packages/the-crib-patong-phuket-thailand,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,4⭐ Rhodes week with SWIM-UP room UNDER £300 🤯🌴💦,Voo + Hotel,,https://www.holidaypirates.com/packages/kresten-palace-kalithea-rhodes-greece,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-04-24,Lush ALL-INCLUSIVE Spain hol with flights ✈️ 😍 🇪🇸 ,Voo + Hotel,,https://www.holidaypirates.com/packages/hotel-bellevue-club-majorca-spain,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
