Data,Título,Tipo,Regime,Link Oferta,Google Flights,Skyscanner
2026-08-10,Adults-only Crete holiday under £200 🌴🌞,Voo + Hotel,,https://www.holidaypirates.com/packages/aegean-sky-hotel-and-suites-malia-greece,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-10,Scandi city break with flights + boutique hotel stay ✈️,Voo + Hotel,,https://www.holidaypirates.com/packages/hotel-mayfair-copenhagen-denmark-city-break,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-10,Toronto calling: Autumn return flights from Manchester UNDER £350 🍁,Voo,,https://www.holidaypirates.com/flights/toronto-calling-autumn-return-flights-from-manchester,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-10,Super cheap central York Christmas market stay 🎄🎅 ,Voo + Hotel,,https://www.holidaypirates.com/hotels/super-cheap-december-central-york-stay,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
2026-08-10,All-inclusive Majorca holiday under £300 🌞🌴🍹,Voo + Hotel,,https://www.holidaypirates.com/packages/07-be-klub-alcudia-majorca-balearic-islands,https://www.google.com/flights?hl=pt,https://www.skyscanner.pt
